Time,Temperature,AlfaAmilase,AlfaAmilase_Grain,BetaAmilase,BetaAmilase_grain,Starch,Dextrins,Glucose,Maltose,Maltotriose,Limit_Dextrins,SolidosFermentaveis,SolidosNaoFermentaveis,SolidosTotais,PercFermentaveis,Extrato,MashingEfficiency,Dp1,Dp2,Dp3,Dp4Plus
4.004004004,64,23812.05756,225815.3885,44271.82359,772905.9326,86.62860645,1.328377798,7.827988698,31.77014921,3.725761798,18.35498569,43.32389971,19.68336349,149.6358696,28.95288397,6.300726319,42.10705852,5.231358442,21.23164004,2.489885485,13.15417455
4.084084084,64,24136.4363,223434.5986,44646.64459,766205.415,85.82727327,1.321555618,7.858863836,32.25528346,3.842974724,18.56272581,43.95712202,19.88428143,149.6686767,29.36962028,6.384140345,42.65515327,5.250840729,21.5511249,2.567654641,13.28553299
4.164164164,64,24456.17466,221085.6898,45007.59521,759569.915,85.02273792,1.314604195,7.889832643,32.74270319,3.960656037,18.77109618,44.59319187,20.08570038,149.7016302,29.78804694,6.467889225,43.20520236,5.270371895,21.87197504,2.645700005,13.41715541
4.244244244,64,24771.33539,218768.2316,45354.95329,752998.7082,84.21538081,1.307518119,7.920879898,33.2321918,4.078750097,18.97999437,45.23182179,20.28751249,149.7347151,30.20797265,6.551933428,43.75694323,5.28994221,22.19404617,2.723984278,13.54897058
4.324324324,64,25081.98042,216481.7995,45688.99189,746491.0795,83.40557346,1.300295961,7.951990557,33.72353506,4.19720256,19.18931918,45.87272818,20.48961514,149.7679168,30.62920895,6.636234332,44.31011978,5.309542076,22.5171958,2.802471084,13.68091083
4.404404404,64,25388.17082,214225.9746,46009.97929,740046.3227,82.5936785,1.292938862,7.983149843,34.21652199,4.315960382,19.39897117,46.51563221,20.69191003,149.8012207,31.05157086,6.720754224,44.86448235,5.329162075,22.84128381,2.881124974,13.81291149
4.484484484,64,25689.96687,212000.3437,46318.17912,733663.7407,81.78004969,1.28544963,8.014343292,34.71094534,4.43497182,19.60885301,47.16026045,20.89430264,149.8346128,31.47487725,6.805456309,45.41978774,5.348793008,23.16617282,2.959911424,13.9449105
4.564564565,64,25987.42801,209804.4992,46613.85042,727342.6451,80.96503186,1.277832282,8.045556783,35.20660191,4.554186432,19.81886971,47.80634513,21.096702,149.868079,31.89895103,6.890304712,45.97579924,5.36842591,23.49172829,3.038796829,14.07684821
4.644644645,64,26280.61288,207638.0388,46897.24772,721082.3564,80.14896099,1.270091608,8.076776562,35.7032928,4.673555074,20.02892872,48.45362444,21.29902032,149.9016057,32.32361935,6.975264476,46.53228657,5.388052063,23.81781878,3.117748506,14.20866722
4.724724725,64,26569.57933,205500.566,47168.62112,714882.2034,79.33216419,1.262232817,8.107989258,36.20082357,4.7930299,20.23894007,49.10184273,21.50117288,149.9351798,32.74871367,7.060301562,47.08902588,5.40766301,24.14431598,3.196734686,14.3403122
4.804804805,64,26854.38443,203391.6894,47428.21634,708741.5236,78.51495974,1.25426139,8.139181894,36.69900437,4.912564354,20.44881645,49.75075062,21.70307784,149.9687882,33.1740699,7.145382846,47.64579972,5.427250558,24.47109483,3.275724511,14.47172982
4.884884885,64,27135.08448,201311.0229,47676.2748,702659.6626,77.69765712,1.246182942,8.170341892,37.19764996,5.032113168,20.65847322,50.40010502,21.90465617,150.0024183,33.59952832,7.230476119,48.202397,5.446806781,24.79803351,3.354688028,14.60286868
4.964964965,64,27411.73502,199258.1857,47913.03373,696635.9744,76.88055707,1.23800313,8.201457072,37.69657976,5.15163235,20.86782845,51.04966918,22.10583158,150.0360578,34.02493368,7.315550075,48.75861297,5.466324023,25.12501348,3.43359618,14.73367929
5.045045045,64,27684.39084,197232.8021,48138.72619,690669.821,76.06395165,1.229727595,8.232515656,38.19561786,5.271079183,21.07680287,51.6992127,22.30653046,150.0696948,34.45013516,7.400574316,49.31424913,5.485794894,25.45191946,3.512420806,14.86411397
5.125125125,64,27953.10598,195234.5015,48353.58113,684760.5725,75.24812426,1.221361934,8.263506264,38.69459301,5.390412211,21.28531993,52.34851149,22.50668186,150.1033176,34.87498632,7.485519335,49.86911318,5.505212274,25.77863943,3.591134624,14.99412686
5.205205205,64,28217.93377,193262.9182,48557.82353,678907.6068,74.43334977,1.212911664,8.294417916,39.19333863,5.509591229,21.49330573,52.99734777,22.70621739,150.1369149,35.29934513,7.570356517,50.42301901,5.524569303,26.1050646,3.669711231,15.12367388
5.285285285,64,28478.9268,191317.6916,48751.6744,673110.3095,73.61989454,1.204382207,8.325240023,39.69169273,5.628577276,21.70068904,53.64551003,22.90507125,150.1704758,35.72307388,7.655058127,50.97578659,5.543859389,26.43108941,3.748125086,15.25271271
5.365365365,64,28736.13697,189398.4659,48935.35085,667368.0741,72.80801653,1.195778884,8.355962386,40.18949793,5.747332619,21.90740124,54.29279293,23.10318012,150.2039896,36.14603918,7.739597306,51.5272419,5.563076193,26.75661148,3.826351507,15.38120271
5.445445445,64,28989.61547,187504.8899,49109.06623,661680.3014,71.99796544,1.187106903,8.38657519,40.68660138,5.865820734,22.11337628,54.9389973,23.30048318,150.2374459,36.56811188,7.823948049,52.07721684,5.582213634,27.08153159,3.904366649,15.50910496
5.525525526,64,29239.41279,185636.6175,49273.03009,656046.3998,71.18998267,1.17837136,8.417069003,41.18285478,5.984006311,22.3185507,55.5839301,23.49692206,150.2708348,36.98916704,7.908085216,52.62554923,5.601265883,27.40575364,3.982147513,15.63638219
5.605605606,64,29485.57873,183793.3071,49427.44817,650465.785,70.38430135,1.169577243,8.447434774,41.67811437,6.101855249,22.5228636,56.22740439,23.69244085,150.3041466,37.40908396,7.991984523,53.17208277,5.620227363,27.72918467,4.05967193,15.76299882
5.685685686,64,29728.16246,181974.6217,49572.52282,644937.8801,69.58114691,1.160729401,8.477663807,42.17224065,6.219334575,22.72625648,56.86923904,23.88698588,150.3373718,37.82774592,8.075622492,53.71666668,5.639092731,28.05173467,4.136918518,15.88892076
5.765765766,64,29967.21244,180180.2288,49708.45259,639462.1151,68.78073652,1.151832571,8.507747786,42.6650987,6.336412521,22.92867338,57.50925901,24.08050595,150.3705015,38.24504038,8.158976496,54.25915599,5.657856895,28.37331676,4.213866722,16.01411561
5.845845846,64,30202.77649,178409.8007,49835.43261,634037.9272,67.98327966,1.142891364,8.537678747,43.15655784,6.453058448,23.13006071,58.14729504,24.27295207,150.4035268,38.66085875,8.242024711,54.79941121,5.676514993,28.69384699,4.290496763,16.13855246
5.925925926,64,30434.9018,176663.0136,49953.65462,628664.7606,67.18897825,1.133910255,8.56744907,43.64649164,6.569242819,23.3303672,58.78318353,24.46427745,150.4364392,39.07509632,8.324746098,55.3372982,5.695062389,29.0132443,4.366789624,16.26220188
6.006006006,64,30663.6349,174939.5485,50063.30679,623342.0664,66.39802626,1.124893603,8.597051499,44.13477804,6.684937262,23.52954404,59.4167668,24.65443764,150.4692307,39.48765241,8.407120444,55.87268842,5.713494685,29.33143064,4.442727082,16.38503601
6.086086086,64,30889.0217,173239.0906,50164.57415,618069.3021,65.61061061,1.115845663,8.626479094,44.62129897,6.800114437,23.72754452,60.0478925,24.84339018,150.5018933,39.89842997,8.489128269,56.40545831,5.73180769,29.64833066,4.518291623,16.50702834
6.166166166,64,31111.10751,171561.3292,50257.63832,612845.9323,64.82691059,1.10677057,8.655725261,45.1059406,6.914748119,23.92432429,60.67641398,25.03109486,150.5344194,40.30733583,8.570750884,56.93548968,5.749997439,29.9638719,4.593466494,16.62815385
6.246246246,64,31329.93699,169905.958,50342.67763,607671.428,64.04709818,1.097672349,8.684783736,45.58859319,7.028813148,24.11984118,61.30219008,25.21751353,150.5668018,40.71428054,8.651970361,57.46266945,5.768060178,30.27798469,4.66823567,16.74838891
6.326326326,64,31545.55423,168272.6748,50419.86746,602545.2667,63.27133871,1.088554931,8.713648546,46.06915079,7.142285346,24.31405503,61.92508468,25.40260996,150.5990334,41.11917806,8.732769464,57.98688922,5.785992348,30.59060192,4.742583791,16.86771116
6.406406406,64,31758.0027,166661.1813,50489.37978,597466.9323,62.49978994,1.079422127,8.742314064,46.54751166,7.255141635,24.50692796,62.54496735,25.58635009,150.6311074,41.52194619,8.813131744,58.5080459,5.803790609,30.90165934,4.816496248,16.9860997
6.486486486,64,31967.32531,165071.1834,50551.38373,592435.915,61.73260329,1.070277628,8.770774936,47.02357769,7.367359865,24.69842395,63.16171249,25.76870158,150.6630174,41.922506,8.893041407,59.02604078,5.8214518,31.21109514,4.889959058,17.10353478
6.566566567,64,32173.56438,163502.3909,50606.04533,587451.7113,60.96992333,1.061125011,8.799026118,47.49725469,7.478918891,24.88850906,63.7751997,25.94963407,150.6947571,42.32078204,8.972483377,59.54077998,5.838972959,31.51885016,4.962958921,17.21999794
6.646646647,64,32376.76164,161954.5176,50653.52756,582513.8237,60.21188774,1.051967744,8.827062866,47.96845234,7.589798575,25.07715138,64.38531378,26.12911913,150.7263206,42.71670237,9.051443291,60.05217438,5.856351318,31.82486784,5.035483214,17.33547201
6.726726727,64,32576.95825,160427.2813,50693.99042,577621.7613,59.45862767,1.04280917,8.854880728,48.43708406,7.699979731,25.26432095,64.99194452,26.30713012,150.7577023,43.11019837,9.129907463,60.56013938,5.873584296,32.12909412,5.107519957,17.44994101
6.806806807,64,32774.19484,158920.4032,50727.59124,572775.0384,58.7102684,1.03365196,8.882475529,48.90306705,7.809444036,25.44998967,65.59498661,26.48364163,150.7888966,43.50120471,9.207862824,61.06459447,5.89066949,32.43147747,5.179057749,17.56338976
6.886886887,64,32968.51151,157433.6086,50754.4845,567973.1755,57.96692911,1.024499353,8.909843326,49.36632159,7.918174056,25.63413102,66.19433897,26.65863038,150.8198985,43.88965889,9.285296935,61.56546338,5.907604645,32.73196846,5.250085789,17.67580449
6.966966967,64,33159.94778,155966.6263,50774.82179,563215.6991,57.22872254,1.015355156,8.936980421,49.82677122,8.0261533,25.81672012,66.78990495,26.83207527,150.8507028,44.27550136,9.362198022,62.06267423,5.924387661,33.03051979,5.320593908,17.78717287
7.047047047,64,33348.54266,154519.1888,50788.75204,558502.1412,56.4957557,1.006221654,8.963883433,50.28434374,8.133366117,25.99773421,67.38159329,27.00395587,150.8813048,44.65867614,9.438554915,62.55615913,5.941016644,33.327087,5.390572494,17.89748299
7.127127127,64,33534.33461,153091.0325,50796.42147,553832.0396,55.76812976,0.997101696,8.990549198,50.73896987,8.239797708,26.17715201,67.96931678,27.17425371,150.9117002,45.03912995,9.514357049,63.04585419,5.957489832,33.62162761,5.460012507,18.00672424
7.207207207,64,33717.3616,151681.8969,50797.97364,549204.9377,55.04594024,0.987998384,9.016974772,51.19058346,8.3454341,26.35495371,68.55299233,27.34295209,150.9418847,45.41681223,9.589594443,63.53169939,5.973805608,33.91410116,5.528905458,18.11488717
7.287287287,64,33897.66105,150291.5254,50793.54955,544620.3842,54.32927715,0.978913884,9.043157486,51.63912208,8.450262127,26.53112136,69.1325417,27.51003524,150.9718541,45.79167562,9.664257694,64.01363852,5.989962527,34.2044697,5.597243392,18.2219629
7.367367367,64,34075.26991,148919.6647,50783.28761,540077.9336,53.61822512,0.969850833,9.06909487,52.08452613,8.554269413,26.70563833,69.70789042,27.67548916,151.0016047,46.16367525,9.738337958,64.49161899,6.005959267,34.49269711,5.665018879,18.32794374
7.447447447,64,34250.22462,147566.0648,50767.32373,535577.1453,52.91286351,0.960811726,9.094784675,52.52673913,8.657444347,26.87848948,70.27896815,27.8393012,151.0311329,46.53276898,9.811826935,64.96559186,6.021794647,34.77874934,5.732224994,18.43282287
7.527527528,64,34422.56111,146230.4794,50745.79137,531117.5844,52.21326658,0.951798771,9.12022487,52.96570774,8.759776067,27.04966117,70.84570868,28.00145994,151.0604352,46.89891737,9.884716862,65.43551161,6.037467626,35.06259443,5.798855309,18.53659424
7.607607608,64,34592.31484,144912.6653,50718.82145,526698.8213,51.51950343,0.942814245,9.145413633,53.40138161,8.861254465,27.21914111,71.40804971,28.16195536,151.0895085,47.26208353,9.957000507,65.90133627,6.052977287,35.34420235,5.864903892,18.63925274
7.687687688,64,34759.52079,143612.3827,50686.54265,522320.431,50.83163857,0.933860292,9.17034933,53.83371315,8.961870108,27.38691833,71.96593259,28.32077862,151.1183498,47.62223297,10.02867112,66.36302696,6.068322836,35.62354488,5.930365254,18.740794
7.767767768,64,34924.21348,142329.3948,50649.08129,517981.994,50.14973175,0.924938929,9.19503052,54.26265763,9.061614253,27.55298313,72.51930241,28.47792206,151.1469562,47.97933364,10.09972245,66.82054802,6.083503598,35.90059568,5.99523436,18.84121439
7.847847848,64,35086.42694,141063.4682,50606.56134,513683.0956,49.47383806,0.916052127,9.219455952,54.68817312,9.160478844,27.71732709,73.06810792,28.63337921,151.1753252,48.33335588,10.17014871,67.27386695,6.098519015,36.17533024,6.059506624,18.94051108
7.927927928,64,35246.19478,139814.3725,50559.10459,509423.326,48.80400827,0.907201777,9.243624545,55.11022029,9.258456454,27.87994293,73.61230129,28.78714471,151.2034543,48.68427223,10.2399446,67.72295414,6.113368633,36.44772572,6.123177872,19.03868192
8.008008008,64,35403.55013,138581.8805,50506.83051,505202.2804,48.14028864,0.898389676,9.267535399,55.52876254,9.355540314,28.0408246,74.15183825,28.93921427,151.2313412,49.03205756,10.30910525,68.16778303,6.128052114,36.71776109,6.186244361,19.13572547
8.088088088,64,35558.52566,137365.7682,50449.85632,501019.5589,47.48272109,0.889617538,9.291187785,55.94376592,9.451724296,28.1999672,74.686678,29.08958474,151.2589838,49.37668898,10.37762627,68.60832997,6.142569221,36.985417,6.248702759,19.23164099
8.168168168,64,35711.15361,136165.8143,50388.29719,496874.7662,46.83134368,0.880886985,9.314581127,56.35519887,9.547002832,28.35736685,75.21678283,29.23825383,151.2863803,49.71814559,10.44550367,69.04457389,6.156919814,37.25067567,6.310550105,19.3264283
8.248248248,64,35861.46574,134981.8013,50322.26588,492767.5123,46.18618983,0.872199556,9.337715029,56.76303263,9.641371033,28.51302088,75.7421187,29.38522043,151.313529,50.05640885,10.51273391,69.47649682,6.171103862,37.51352112,6.371783871,19.42008797
